รหัสวิชา,ชื่อวิชา,หน่วยกิต,คณะต้นสังกัด,กลุ่มสาระ - 64,สมรรถนะ - 67,doc_type,reviewId,review
01175169," การออกกำลังกายเพื่อพัฒนาสุขภาพแบบองค์รวม
 (Exercise for developing Holistic Health)",2(1-2-3),คณะศึกษาศาสตร์,อยู่ดีมีสุข,"2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
7 - ด้านการเรียนรู้ตลอดชีวิต",review,619f1f0d530de20006a713c6,เรียนตอนออนไลน์ แบ่งอาจารย์เป็น 4 พาท 4 คน แล้วสลับเรียนแต่ละเซค สอนเกี่ยวกับการออกกำลังกาย cardio ยืดเหยียดกล้ามเนื้อ การทำงานร่วมกัน มีงานบางคาบแล้วแต่อาจารย์ ข้อสอบง่าย เน้นเข้าใจ เช็คชื่อทุกคาบ มีกิจกรรมให้ทำทุกคาบ เปิดกล้องออกกำลังกาย
01176141," การวางแผนชีวิตและอาชีพสำหรับคนรุ่นใหม่
 (Life and Career Planning for the New Generation)",2(2-0-4),คณะศึกษาศาสตร์,อยู่ดีมีสุข,"1 - ด้านการสื่อสารและสารสนเทศ
3 - การเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
 7- ด้านการเรียนรู้ตลอดชีวิต",review,67f69ebe99a191d5c95268d7,"เราเรียนเทอมปลาย2567ค่ะ เรียนเซคเล็กกับอาจารย์ผู้หญิง ( อาจารย์เพื่อน ) อาจารย์น่ารักมากๆๆๆๆๆเข้าใจเด็กๆมาก สอนสนุกเน้นพูดคุยไม่เครียดเลยค่ะ มีงานให้ทำอยู่ตลอดๆแต่ถ้าใกล้สอบหรือว่าการบ้านเยอะจริงๆสามารถไปคุยกับอาจารย์ตรงๆได้เลยว่าตอนนี้ไม่ไหวจริงๆๆ
อาจารย์ใส่ใจทุกคนเลยนะคะไม่ว่าจะเซคเล็กหรือเซคใหญ่อยากให้ทุกคนได้เรียนวิชานี้ค่ะชื่ออาจจะดูน่ากลัวแต่จริงๆแล้วอาจารย์สอนให้เข้าใจอะไรง่ายขึ้นมากๆๆๆแล้วอาจารย์ก็ยังให้เราเสนอความคิดไอเดียในการทำงานแบบอิสระมากๆๆ  ไม่มีสอบทั้งมิดเทอมและไฟนอล สนใจเรื่องไหนเป็นพิเศษอยากให้อาจารย์ช่วยนำผู้รู้มาพูดในฟังสามารถบอกอาจารย์ได้ค่ะอยากให้ทุกคนได้เรียนกับอาจารย์เพื่อนจริงๆนะคะอาจารย์แกน่ารักและใส่ใจเด็กทุกคนมากๆ "
01176141," การวางแผนชีวิตและอาชีพสำหรับคนรุ่นใหม่
 (Life and Career Planning for the New Generation)",2(2-0-4),คณะศึกษาศาสตร์,อยู่ดีมีสุข,"1 - ด้านการสื่อสารและสารสนเทศ
3 - การเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
 7- ด้านการเรียนรู้ตลอดชีวิต",review,6736f47a99a191d5c9526771,"เนื้อหาเกี่ยวกับการวางแผนชีวิต การเงิน ความคิดอะไรประมาณนี้ 
-มีอจสอนหลายคน นั่งเรียนยาว3ชม บางทีก็มีปล่อยเร็ว บางคาบสนุกบางคาบมีแอบเบื่อบ้าง
มีกิจกรรมให้ทำในห้องทุกคาบ บางทีอจจะสุ่มถามความเห็นของเรางี้
-ส่งงานในคาบแทนการเช็คชื่อ  (มีทุกคาบ) 
-ไม่เคร่งเรื่องแต่งกาย
-ไม่มีสอบเลย งานเยอะแต่ไม่ยากขอให้ส่งงานให้ครบ จะมีไลน์กลุ่มที่อาจารย์คอยตอบตลอด อาจารย์ใจดีมากๆๆ
-ลงเรียนคนเดียวได้สบายๆหรือลงเป็นคู่ก็สบายใจดี เพราะส่วนใหญ่อจจะให้ทำกิจกรรมกับคนที่นั่งข้างๆ
เรามีไม่ได้เข้าเรียนบ้าง แต่เน้นส่งงานได้เอมาอยู่ค่ะ55555
"
01176141," การวางแผนชีวิตและอาชีพสำหรับคนรุ่นใหม่
 (Life and Career Planning for the New Generation)",2(2-0-4),คณะศึกษาศาสตร์,อยู่ดีมีสุข,"1 - ด้านการสื่อสารและสารสนเทศ
3 - การเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
 7- ด้านการเรียนรู้ตลอดชีวิต",review,662d2e9599a191d5c952660d,"วิชานี้อยากเเนะนำมากๆ ลงตั้งเเต่ปี1ยิ่งดี เราเรียนเทอมปลาย66 ไม่มีห้องเลยได้เรียนออนไลน์ทั้งเทอม งานค่อนข้างเยอะเเต่ไม่ซับซ้อน เช็คชื่อจากการส่งงาน เรียนคนเดียวรอดเพราะเราก็เรียนคนเดียวเหมือนกัน เนื้อหาน่าสนใจมากๆ ได้วางเเผนชีวิต การเงิน เเบ่งเวลายังไงให้มีประสิทธิภาพ อาจารย์ผู้สอนค่อนข้างหลายท่าน เราได้เเนวคิดใหม่ๆกับรายวิชานี้เยอะเลยค่ะ เเต่ระบบการส่งงานขัดข้องพอสมควรเพราะเรียนออนไลน์ส่งงานออนไลน์ ถ้าส่งครบส่งตรงเวลาได้เอเเน่นอน การันตี         
 (กาซิบๆวิชานี้ไม่มีสอบมิดเทอมเเละไฟนอลจ้า)"
01176141," การวางแผนชีวิตและอาชีพสำหรับคนรุ่นใหม่
 (Life and Career Planning for the New Generation)",2(2-0-4),คณะศึกษาศาสตร์,อยู่ดีมีสุข,"1 - ด้านการสื่อสารและสารสนเทศ
3 - การเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
 7- ด้านการเรียนรู้ตลอดชีวิต",review,6553bcbc99a191d5c9526420,"- เราเรียนเทอมต้น 66 ไม่มีสอบค่ะ
- การสั่งงานงงๆตามที่หลายๆคนรีวิว เหมือนสักแต่ว่าสั่ง บอกรายละเอียดไม่ชัดเจน
- ไม่เช็คชื่อ ไม่เคร่งเรื่องแต่งกาย มีงานในคาบตลอดแต่ไม่เยอะ ทำแปปเดียวเสร็จ มีให้จับกลุ่มบ่อยพอควร แต่เป็นแนวให้ช่วยกันคิดแล้วเสนอหน้าห้อง ไม่ใช่งานใหญ่อะไร
- มีงานใหญ่ท้ายเทอม
- เรียนคนเดียวได้ เราintrovert ไปเรียนคนเดียวรอดค่ะ แต่ไปเป็นกลุ่มก็จะดีกว่า ไม่อึดอัด ถ้าไม่มีกลุ่มบอกอาจารย์ได้เลยค่ะ คนไปเรียนคนเดียวค่อนข้างเยอะ
- อาจารย์วนกันสอน3ท่าน การสอนค่อนข้างน่าเบื่อพอสมควร
- ใดๆคือเราก็ส่งงานไม่ครบทุกชิ้นนะ ส่งช้าด้วย แต่ยังได้A ถ้าอยากลงเก็บเกรดก็แนะนำค่ะ"
01176141," การวางแผนชีวิตและอาชีพสำหรับคนรุ่นใหม่
 (Life and Career Planning for the New Generation)",2(2-0-4),คณะศึกษาศาสตร์,อยู่ดีมีสุข,"1 - ด้านการสื่อสารและสารสนเทศ
3 - การเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
 7- ด้านการเรียนรู้ตลอดชีวิต",review,65535b3599a191d5c952641f,"ไม่เคร่งเรื่องแต่งกาย ไม่มีเช็คชื่อ ไม่มีสอบ
 - เนื้อหามีประโยชน์บางส่วนค่ะ แต่การสอนค่อนข้างน่าเบื่อค่ะ
 - อาจารย์สั่งงานงงๆค่ะ งานก็จะมี ให้วางแผนแล้วทำตาม 21 วันทำออกมาในรูปของ Photo book แล้วก็วิดีโอ มีวางแผน Smart goal ทำ road map ตาม smart goal 8 หัวข้อ แล้วก็มีให้จับกลุ่ม แลกเปลี่ยนความคิดเห็นค่ะ
- สำหรับเรางานมันไม่เยอะมากนะคะ ถ้าทยอยทำ แต่บางงานอาจารย์สั่งงานตอนใกล้สอบค่ะ อันนี้ไม่ค่อยโอเคเลย น่าจะสั่งตั้งแต่เนิ่นๆ"
01176141," การวางแผนชีวิตและอาชีพสำหรับคนรุ่นใหม่
 (Life and Career Planning for the New Generation)",2(2-0-4),คณะศึกษาศาสตร์,อยู่ดีมีสุข,"1 - ด้านการสื่อสารและสารสนเทศ
3 - การเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
 7- ด้านการเรียนรู้ตลอดชีวิต",review,6432cd328f03b600067e3338,"- เนื้อหาดี แต่สอนให้งงอ่ะ การสอนแอบน่าเบื่อโทนเสียงหรือ จังหวะการพูดทำให้เราเบื่อ 
- อาจารย์มีหลายคนแต่สอนคนเดียว มีอาจารย์มาจากข้างนอกด้วยคนที่สอนOKR สอนดีสั่งงานดี 
- งานเยอะ แต่ให้ส่งในเมล สั่งงานงงๆ ระบบการสั่งงานไม่โอเค
- ควรเรียนเป็นกลุ่ม น้อยสุดคือไปเป็นคู่เรียนเดียวช็อตฟิลมาก เพราะจับกลุ่มบ่อย มันจะอึดอัดนิดๆสำหรับคนเป็น introvert 
- เช็คชื่อทุกคาบ 
- มีสอบปลายภาค แต่ไม่ยาก
- งานช่วงแลายภาคเยอะนะทำใจไว้ก่อนได้เลย ให้ทำ pocket book 
-  ไม่เคร่งเรื่องแต่งกาย 
- เรียนไกล ถ้าคาบต่อไปเรียนตึกหน้ามอคือ นั่งวินเอาเพราะไกลจริงๆ"
01177141," การแสวงหาความรู้
 (Knowledge Acquisition)",3(3-0-6),คณะศึกษาศาสตร์,ศาสตร์แห่งผู้ประกอบการ,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
7 - ด้านการเรียนรู้ตลอดชีวิต",review,691ef90f99a191d5c9526acd,วิชานี้เหมาะสำหรับคนเก็บเอ อาจารย์ใจดี ทำงานส่งล้วนๆ งานดี คะแนนดี จะมีคาสรูมไว้ส่งงาน และไฟนอลโปรเจคทำเหมือนโครงการสำรวจแบบสอบถามหรือปัญหาที่เราเจอในมอ 20 คะแนน ง่ายมาก ไม่มีเช็คชื่อ แต่งตัวอะไรก็ได้ไปเรียน แต่คนแย่งกันลงค่อนข้างเยอะต้องรีบหน่อย เนื้อหาเน้นไปที่การเรียนรู้ของคนเรา เรียนรู้ตลอดชีวิต และอาจารย์อนสนุก ไม่น่าเบื่อเลย แนะนำค่ะ
01177141," การแสวงหาความรู้
 (Knowledge Acquisition)",3(3-0-6),คณะศึกษาศาสตร์,ศาสตร์แห่งผู้ประกอบการ,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
7 - ด้านการเรียนรู้ตลอดชีวิต",review,691daade99a191d5c9526abe,เราเรียนกับอาจารย์ชูศักดิ์ค่ะ อาจารย์สอนออนไลน์สลับออนไซต์ (ออนไลน์ให้ทำงานส่งในฟอร์มเฉย ๆ ไม่มีเข้ามีต) มีงานทุกคาบ ต้องส่งตรงเวลา เช็กชื่อผ่านการส่งงาน แต่ไม่ยากเลยยย ไม่มีสอบทั้งมิดเทอมและไฟนอล อาจารย์จะให้ทำงานส่งแทนการสอบ ส่วนตัวเราคิดว่าถ้ามีความรับผิดชอบมากพอ A นอนมาเลยล่ะ เพราะอาจารย์ใจดี
01177141," การแสวงหาความรู้
 (Knowledge Acquisition)",3(3-0-6),คณะศึกษาศาสตร์,ศาสตร์แห่งผู้ประกอบการ,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
7 - ด้านการเรียนรู้ตลอดชีวิต",review,6917704999a191d5c9526a81,"วิชานี้เก็บ A ไม่มีสอบ ไม่เคร่งเรื่องแต่งกาย แต่มีเช็คชื่อ เราเรียนกับ อ.วลัยนาสภ์ หรือ อ.โม สอนดีมว๊ากกกกกกกกกกกกก เราชอบไวบ์การเรียนแบบนี้มาก อ.คุยสนุกอ่ะ มีเรื่องมาเม้าตลอด ทันข่าวสารบ้านเมืองทุกเหตุการณ์ บางทีรู้จากอาจารย์เร็วกว่าในทวิตอีก แล้วเหมือนอ.เขาเป็นสาย spiritual หิน อ่านไพ่ ดูดวงไรงี้ด้วย อยากตามไปเรียนวิชาอื่นกับอ.อีก

📚 การเรียนเป็นออนไซต์ แต่ครึ่งเทอมหลัง หลังจากที่สั่งโปรเจ็คไฟนอลก็ไม่ต้องมาแล้ว เนื้อหาเป็นเกี่ยวกับการแสวงหาความรู้ตามชื่อวิชาเลย แบบให้วิเคราะห์ ความเชื่อ ความจริง วิเคราะห์ข้อมูลแตกประเด็นไรงี้ ไม่ยาก แต่ส่วนใหญ่หัวข้อก็ตามเทรนว่าช่วงนั้นข่าวอะไรดัง อ.จะลิสต์มาให้เราเลือก  

📍การเก็บคะแนน
- คะแนนเก็บ 90% : ส่วนใหญ่เป็นงานกลุ่ม ควรพกเพื่อนไปเรียนอย่างน้อย 4-5 คน มีงานเดี่ยวแค่ 2-3 งานแรกเองมั้ง งานที่คะแนนหนักๆก็จะเป็นงาน infographic กับ final ที่ทำคลิป(กลุ่ม 10 คน) ของเราอ.ให้เลือกเซตติ้งโลก เช่น ถ้าอนาคตโลกเป็นแบบนี้ๆๆ คิดว่าควรจะทำอาชีพ/ธุรกิจอะไรจะรุ่ง 
- เช็คชื่อ 10% : จะเช็คจากงานที่เราทำส่งในคาบค่ะ แทบทุกคาบจะมีอะไรให้ทำเร็วๆตลอด แบบจู่ๆก็ต้องหาความรู้ในมก เดินลงไปถามพี่วินหน้าศร.แล้วขอเขาถ่ายรูปก็มี 

⌛️ 3 หน่วยกิต 3 ชั่วโมงไม่มีอยู่จริงค่ะ เรียนจริงๆแค่ชั่วโมงครึ่งเท่านั้น รวมเวลาปล่อยให้ทำงานประมาณครึ่งชม.ด้วย ชิลมากวิชานี้ แต่คนเยอะมาก เซคเรา 400+ ต้องนั่งพื้นกันเลยทีเดียว ต้องส่งเพื่อนมาจองที่ก่อน ไม่งั้นไม่มีที่นั่ง

: วิชานี้เรียนยังไงก็ A ค่ะ แค่ทำงานส่งครบ แล้วส่วนใหญ่ A แบบ 100 คะแนนเต็มด้วย อ.ไม่กดคะแนนเลย"
01177141," การแสวงหาความรู้
 (Knowledge Acquisition)",3(3-0-6),คณะศึกษาศาสตร์,ศาสตร์แห่งผู้ประกอบการ,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
7 - ด้านการเรียนรู้ตลอดชีวิต",review,6876248f99a191d5c95269f8,🔴 1 ในวิชาระดับหัวแถวที่นิสิตทั่วมหาวิทยาลัยเกษตรศาสตร์ต่างอยากลง และเก็บเป็น Collection เอาไว้ เพราะมีเนื้อหาที่เข้าใจได้ง่าย ไม่มีภาระงานที่มากเกินไป ไม่มีสอบมิดเทอม และไฟนอล มีแต่โปรเจคที่เป็นงานกลุ่มแต่ไม่ยาก ตอนนั้นผมเรียนกับ อาจารย์โทนี่/ต้น จึงไม่เคร่งเรื่องแต่งกาย และที่สำคัญคืออาจารย์เป็นคนที่เปิดกว้างอิสระทางด้านความคิดในตัวของทุก ๆ คน (ถ้า Sec แสวงหาเต็มและอึดอัด แนะนำอีกวิชาที่พึ่งเปิดใหม่เร็ว ๆ นี้อย่าง 01177143 การเอาชีวิตรอดในสังคมยุคใหม่ อ.โทนี่/ต้น ในหมวดผู้ประกอบการเหมือนกัน แต่เนื้อหาจะยากขึ้น ให้รู้จักวิธีคิด และแก้ปัญหาต่อโลกที่เป็นอยู่ในปัจจุบัน ที่สำคัญคือไม่มีสอบมิดและไฟนอล แต่ให้ทำงานกลุ่ม งานเดี่ยวปน ๆ กันไปครับ แต่ไม่ได้เกินความสามารถพวกเราแน่นอน แต่งตัวชิว ๆ ได้ ไม่เช็คชื่อ แต่หมายหัวบ่อย ไม่ถ้าไม่พบเจอในสายตาของอาจารย์ในชั้นเรียน555) 🫡
01177141," การแสวงหาความรู้
 (Knowledge Acquisition)",3(3-0-6),คณะศึกษาศาสตร์,ศาสตร์แห่งผู้ประกอบการ,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
7 - ด้านการเรียนรู้ตลอดชีวิต",review,680b629d99a191d5c9526921,"แนะนำม๊ากกกกกกกกกกกกกกกกกกกกกกกกกกกกก (ก ไก่ ล้านตัว)

เป็นวิชาที่ชิวจริง ๆ เรียนกับ อ. เก่ง อ. ใจดีมาก ๆ มีงานแค่ 3 งานที่เป็นการบ้านส่ง  (สรุปเกี่ยวกับความเชื่อ 1 งาน, เรียงความด้วย AI 1 งาน, งานกลุ่ม VDO 1 งาน) ที่เหลือส่วนใหญ่เป็นงานส่งในคาบ (ถ้าขาดหรือไม่มาอ. ก็มีให้ตามงานได้) แนะนำเรียนเป็นกลุ่ม งานกลุ่มก็คือมีแค่งาน VDO อันเดียวช่วงท้าย ๆ ที่เหลือชิว ๆ  อ. ไม่เคร่งเรื่องแต่งกายด้วย เก็บ A ก็ง่าย ถ้า ทำงานครบก็คือ A จ้าา ใน sec คือ 95% ได้ A หมด แนะนำจริง ๆ"
01177141," การแสวงหาความรู้
 (Knowledge Acquisition)",3(3-0-6),คณะศึกษาศาสตร์,ศาสตร์แห่งผู้ประกอบการ,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
7 - ด้านการเรียนรู้ตลอดชีวิต",review,66dd0b4b99a191d5c95266dc,เป็นวิชาที่มีความสุขมากกก
01177142," สุนทรียะในการเรียนรู้ตลอดชีวิต
 (Aesthetics in Lifelong Learning)",3(3-0-6),คณะศึกษาศาสตร์,สุนทรียศาสตร์,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
7 - ด้านการเรียนรู้ตลอดชีวิต
8 - ด้านความเป็นพลเมือง",review,,
01200101," การคิดเชิงนวัตกรรม
 (Innovative Thinking)",3(3-0-6),คณะวิศวกรรมศาสตร์,ศาสตร์แห่งผู้ประกอบการ,"1 - ด้านการสื่อสารและสารสนเทศ
4 - ด้านทักษะการคิด
7 - ด้านการเรียนรู้ตลอดชีวิต",review,6911c15899a191d5c9526a45,ทำงานกลุ่มทุกคาบไม่เคยขาด+ โปรเจกต์จบแต่ลืมทำedufarmเดดไลน์คือมิดเทอมบางคนทำได้คะแแนนน้อยเกรดร่วงจากเพื่อนในกลุ่มที่ได้B+เป็นD+อาจารย์และTAไม่เน้นย้ำเลย
01200101," การคิดเชิงนวัตกรรม
 (Innovative Thinking)",3(3-0-6),คณะวิศวกรรมศาสตร์,ศาสตร์แห่งผู้ประกอบการ,"1 - ด้านการสื่อสารและสารสนเทศ
4 - ด้านทักษะการคิด
7 - ด้านการเรียนรู้ตลอดชีวิต",review,655e2cfa99a191d5c95264b1,"- ให้ TA มาสอนเนื้อหานิดหน่อย พูดตัวอย่างนวัตกรรม บุคคล inspiration ต่างๆ
- มี edufarm ทุกอาทิตย์ คลิปอังกฤษล้วน เยอะอยู่
- โปรเจคเสนอสัปดาห์เว้นสัปดาห์ งานกลุ่มทั้งหมดเลี่ยงไม่ได้ เจอเพื่อนไม่ทำงานเลย ขิตนะคะ
- ไม่เคร่งชุดอยากใส่อะไรก็ใส่
- มีโปรเจคจบ ถ้าตั้งใจทำหน่อยก็ Aแล้ว

สรุป งานครบ นำเสนอโปรเจคจบได้ ยังไงก็ A"
01200101," การคิดเชิงนวัตกรรม
 (Innovative Thinking)",3(3-0-6),คณะวิศวกรรมศาสตร์,ศาสตร์แห่งผู้ประกอบการ,"1 - ด้านการสื่อสารและสารสนเทศ
4 - ด้านทักษะการคิด
7 - ด้านการเรียนรู้ตลอดชีวิต",review,6373eb3c530de20006a71620,"-มีให้ดูวิดีโอและทำควิชในedufarmนอกเวลา เป็นภาษาอังกฤษทั้งหมด มีเวลากำหนด +ควิชเป็นแบบสุ่มคำถาม เก็บคะแนน คิดว่าไม่ต้องถูกเยอะก็ได้ เพราะที่นี้ทำก็ผิดเยอะอยู่ แต่ได้A
-เช็คชื่อจากการส่งงานในห้องเรียน ไม่เคร่งเรื่องการแต่งกาย
-แต่ละคาบจะให้จับกลุ่มกันตลอด มีทั้งเป็นคู่และสาม-สี่คน เนื้อหาไม่ยาก อาจารย์สุ่มถามเรื่อยๆ แนะนำให้ไปกับเพื่อนสักคน
-มีให้ทำกลุ่มโครงงานใหญ่ 1 งาน ต้องอัดคลิปแนะนำนวัตกรรมและพรีเซ้นท์ อาจารย์จะถามเกี่ยวกับโครงงานและให้เพื่อนในคลาสถามด้วย ถ้าทำออกมาแล้วดูเป็นไปได้ก็จะตอบง่ายหน่อย
แต่ไม่แนะนำให้ทำอะไรที่มีอยู่แล้ว อาจารย์จะให้คะแนนค่อนข้างน้อย+ถามเยอะ 
-ไม่มีสอบ แต่คิดคะแนนจากที่ส่งงานและงานกลุ่มโครงงาน อาจารย์ไม่กดเกรด คิดคะแนนตามงาน 
-ถ้าเข้าเรียนทุกรอบ+ทำedufarmครบ ก็เก็บA ไม่ยาก เป็นอีกวิชาที่แนะนำ"
01200101," การคิดเชิงนวัตกรรม
 (Innovative Thinking)",3(3-0-6),คณะวิศวกรรมศาสตร์,ศาสตร์แห่งผู้ประกอบการ,"1 - ด้านการสื่อสารและสารสนเทศ
4 - ด้านทักษะการคิด
7 - ด้านการเรียนรู้ตลอดชีวิต",review,62ad5581530de20006a71538,มีงานทุกอาทิตย์ค่ะ เป็นงานง่ายๆ แต่มีโปรเจค 1 ชิ้น ตัองเตรียมข้อมูลมาดีๆหน่อยเพราะอาจารย์เข้มมาก  เหมาะเรียนเป็นกลุ่ม ไม่มีสอบ  เช็คชื่อทุกคาบ
01200101," การคิดเชิงนวัตกรรม
 (Innovative Thinking)",3(3-0-6),คณะวิศวกรรมศาสตร์,ศาสตร์แห่งผู้ประกอบการ,"1 - ด้านการสื่อสารและสารสนเทศ
4 - ด้านทักษะการคิด
7 - ด้านการเรียนรู้ตลอดชีวิต",review,62319ce2530de20006a7142f,พอเป็นเรียนออนไลน์ วิชานี้มีงานทุกสัปดาห์มีการนำเสนอชนกับการสอบ พอปลายภาคจะเหนื่อยมากคิดให้ดีๆก่อนลง
01200101," การคิดเชิงนวัตกรรม
 (Innovative Thinking)",3(3-0-6),คณะวิศวกรรมศาสตร์,ศาสตร์แห่งผู้ประกอบการ,"1 - ด้านการสื่อสารและสารสนเทศ
4 - ด้านทักษะการคิด
7 - ด้านการเรียนรู้ตลอดชีวิต",review,62319b2b530de20006a7142e,เรียนเเล้วหงุดหงิด เช็คชื่อทุกคาบ มีเรียนเกือบทุกคาบ ไม่ว่างเเถมเพิ่มภาระ เหมาะเรียนเป็นกลุ่ม งานเยอะ อาจารย์จี้ เหมาะกับเรียนตอนว่างไม่มีอะไรลง
01204161," ชีวิตดิจิทัลที่ขับเคลื่อนด้วยเอไอ 
 (AI-Empowered Digital Life)",2(2-0-4),คณะวิศวกรรมศาสตร์,ภาษากับการสื่อสาร,"1 - ด้านการสื่อสารและสารสนเทศ
3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
8 - ด้านความเป็นพลเมือง",review,,
01240011," การออกแบบในชีวิตประจำวัน
 (Design in Everyday Life)",3(3-0-6),คณะสถาปัตยกรรมศาสตร์,สุนทรียศาสตร์,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
8 - ด้านความเป็นพลเมือง",review,690e151399a191d5c9526a29,1/2568 สำหรับใครที่อยากมีงานทำเล็ก ๆ น้อย ๆ และชอบทำงานออกแบบ งานอาร์ตแนะนำมาก นี่คิดว่าเรียนจอย ๆ เอาสนุก อาจารย์ใจดี สอนสนุก เนื้อหาที่สอนก็เป็นเรื่องที่สามารถใช้ในชีวิตประจำวันได้จริง ๆ มีให้ออกไปหาแรงบันดาลใจข้างนอกด้วย แต่วิชานี้ต้องตั้งใจทำงาน ส่งงานให้ครบและตรงเวลาทุกครั้ง มีโปรเจคกลุ่มท้ายเทอมที่เปอร์เซนต์คะแนนจะเยอะหน่อย งานแต่ละงานโจทย์ของอาจารย์ครีเอทมาก หลัก ๆ คือวิชานี้ไม่มีสอบ เน้นทำงานส่งคับผม
01240011," การออกแบบในชีวิตประจำวัน
 (Design in Everyday Life)",3(3-0-6),คณะสถาปัตยกรรมศาสตร์,สุนทรียศาสตร์,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
8 - ด้านความเป็นพลเมือง",review,6716230a99a191d5c95266ee,"แย่มาก คืออาจารย์ไม่ฟังเหตุผลเลย อาจารย์(ญ) เพื่อนเป็นโควิด ลา แล้วไม่ให้คะแนน ไม่มีใครได้ A เลย ตอนแรกจารย์บอกว่าได้เอง่ายๆ บางคนขาดแค่0.01 ได้ A แต่อาจารย์ไม่ให้
ปล. มีให้ทำงานคะแนนพิเศษ แต่เอาคะแนนมาหาร (คนที่ไม่ได้ทำไม่โดนหาร)"
01240011," การออกแบบในชีวิตประจำวัน
 (Design in Everyday Life)",3(3-0-6),คณะสถาปัตยกรรมศาสตร์,สุนทรียศาสตร์,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
8 - ด้านความเป็นพลเมือง",review,6694f79399a191d5c95266c5,เนื้อหาง่ายและไม่มีสอบทั้ง Midterm และ Final คะแนนส่วนใหญ่มาจากงานในชั้นเรียนและคะแนนงานกลุ่ม  มีเช็คชื่อทุกคาบและเช็คชื่อแบบลงชื่อด้วยลายมือตัวเอง
01240011," การออกแบบในชีวิตประจำวัน
 (Design in Everyday Life)",3(3-0-6),คณะสถาปัตยกรรมศาสตร์,สุนทรียศาสตร์,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
8 - ด้านความเป็นพลเมือง",review,655cb8f499a191d5c952647c,"-อาจารย์ใจดี ในตารางเรียนคือ 9.00-12.00 แต่อาจารย์จะสอนประมาณชั่วโมงนึงแล้วก็ปล่อยก่อน
-เรียนไม่ยากมาก ไม่ได้อยู่สถาปัตย์ก็เรียนได้ เกี่ยวกับการออกแบบสิ่งต่างๆรอบตัวพื้นฐาน เช่น การเลือกฟอนต์ จัดหน้ากระดาษ มีออกแบบโลโก้ pictogram etc.
-ไม่มีสอบ แต่มีงานเล็กๆน้อยๆทุกอาทิตย์ งานไม่ยาก ถ้าอยากได้เอก็ควรตั้งใจทำ ถ้าคนชอบใช้ความครีเอทีฟก็จะสนุก ตอนไฟนอลมีงานกลุ่มเป็นโปรเจคจบ ของปี 66 ให้ออกแบบร้านของกิน โลโก้ โปสเตอร์ จัดร้านจัดโต๊ะจริงใต้ตึกคณะ (หลายๆกลุ่มคืองานอลังการมากๆ)
-ต้องไปส่งงานก่อน 9.15น. ไม่งั้นโดนหัก 0.5 คะแนน
-ไม่เคร่งเรื่องแต่งกาย
โดยรวมคิดว่าเป็นวิชาที่เก็บเอได้ไม่ยาก"
