รหัสวิชา,ชื่อวิชา,หน่วยกิต,คณะต้นสังกัด,กลุ่มสาระ - 64,สมรรถนะ - 67,doc_type,reviewId,review
01999141," มนุษย์กับสังคม
 (Man and Society)",3(3-0-6),วิทยาลัยบูรณาการศาสตร์,พลเมืองไทยและพลเมืองโลก,"1 - ด้านการสื่อสารและสารสนเทศ
4 - ด้านทักษะการคิด
5 - ด้านพหุวัฒนธรรม
8 - ด้านความเป็นพลเมือง",review,6908ef9a99a191d5c9526a1c,เราเรียนเทอม 1/68 นะคับ คณะลงให้ เรียกง่าย ๆ มันคือวิชาที่รวมทุกภาคของคณะสังคม ฟีลสังคมม.ปลายเลย ใครชอบสังคม ก็ลงได้  อ.เปลี่ยนตามเรื่องที่เรียนนะ ต้องแต่งตัวถูกระเบียบ(บางคาบอ.ก็ไม่ซี ช่วงต้น ๆ อ.ซีมากกกก พอพ้นอ.ปุรินทร์ไปก็ชิลละทุกคน) เช็คชื่อทุกคาบ เซคเราล็อกที่นั่งนะ นั่งที่เดิมตลอดเทอม เนื้อหาต้องท่องจำค่อนข้างเยอะเลยล่ะ แต่เซคเราเรียนออนไลน์บ่อยมาก ไม่รู้ทำไม 😭 อ.บางท่านสอนดีมาก ๆๆๆ อย่างพาร์ทกฎหมายกับปวศ. เราสนุกมาก แต่บางคาบก็น่าเบื่อ ตามความชอบนะ ส่วนใหญ่จะติดต่อกับพี่TA ค่ะ สอบ 80 งาน 20 คะแนน ซี่งงานง่ายมาก แค่ถ่ายปัญหาในม.แล้วโพสต์ลงก็ได้คะแนนแล้ว รีบถ่ายตั้งแต่เนิ่น ๆ ไว้เลยนะ จริง ๆ มีหนังสือด้วย ปกดำ ๆ หาซื้อได้ที่ศูนย์หนังสือ ใครอยากได้เม้นไว้นะคับ เราให้ฟรีเลย ข้อสอบออกตรง ๆ ถามแบบในหนังสือและสไลด์เลย อ่านไปยังไงก็ทำได้ แต่เราไม่อ่านอะดิ
01999141," มนุษย์กับสังคม
 (Man and Society)",3(3-0-6),วิทยาลัยบูรณาการศาสตร์,พลเมืองไทยและพลเมืองโลก,"1 - ด้านการสื่อสารและสารสนเทศ
4 - ด้านทักษะการคิด
5 - ด้านพหุวัฒนธรรม
8 - ด้านความเป็นพลเมือง",review,68148cac99a191d5c9526926,"ตอนนเรียนสนุกมาก อาจารย์สอนดี แต่ตอนสอบ 120 ข้อ กาล้วนๆ เนื้อหาต้องท่องจำ 
ถ้าจำพวกประศาสตร์ไทย เศรษฐกิจ เช็คชื่อทุกคาบ ควรลง"
01999141," มนุษย์กับสังคม
 (Man and Society)",3(3-0-6),วิทยาลัยบูรณาการศาสตร์,พลเมืองไทยและพลเมืองโลก,"1 - ด้านการสื่อสารและสารสนเทศ
4 - ด้านทักษะการคิด
5 - ด้านพหุวัฒนธรรม
8 - ด้านความเป็นพลเมือง",review,6789195d99a191d5c9526879,"วิชานี้เป็นเนื้อหาที่ต้องท่องจำเป็นจำนวนมากค่ะ ส่วนตัวของเราอาจารย์แจกสไลด์ค่ะ ส่วนตัวเราซื้อหนังสือจากที่มอมาอ่านค่ะและส่วนใหญ่ก็ออกตามหนังสือซึ่งบางอย่างไม่ได้มีในสไลด์ แต่ว่าเนื้อหาค่อนข้างที่จะเยอะมากๆจริงๆถ้าใครชอบวิชาแนวสังคมแนะนำเลยค่ะแต่ของเราคือบังคับลงเราชอบนะคะอาจารย์ใจดีมากๆค่ะสอนครอบคลุมและเข้าใจข้อสอบมีจำนวน 100 ข้อขึ้นไปค่ะสำหรับกลางภาคซึ่งคิดว่าปลายภาคก็คงจะเป็นแนวเดียวกันค่ะอาจารย์ไม่ค่อยเคร่งเรื่องการแต่งกายถ้าใครกังวลว่าจะเรียนคนเดียวไม่ไหวไม่ต้องกังวลค่ะเพราะวิชานี้เป็นงานเดี่ยวส่วนใหญ่เลย ตั้งแต่ที่เรียนมายังไม่มีงานกลุ่มเลยค่ะมีเช็คชื่อทุกคาบค่ะ 
*เดี๋ยวจะลงสรุปไว้ให้ในครั้งหน้านะคะ สำหรับใครที่จะเข้ามาเรียนในปีถัดไป*"
01999141," มนุษย์กับสังคม
 (Man and Society)",3(3-0-6),วิทยาลัยบูรณาการศาสตร์,พลเมืองไทยและพลเมืองโลก,"1 - ด้านการสื่อสารและสารสนเทศ
4 - ด้านทักษะการคิด
5 - ด้านพหุวัฒนธรรม
8 - ด้านความเป็นพลเมือง",review,674aa69d99a191d5c952685c,"-การสอน-
อาจารย์สอนมีหลายท่านและจะทำการสอนวนไปในแต่ล่ะบท บางท่านถนัดสอนออนไลน์ไม่ก็ออนไซต์ โดยอาจารย์บางท่านก็อาจจะลืมคิวสอนในแต่ล่ะเซคและไม่ได้เข้าสอนตรงเวลา

-การเรียน-
มีการฟิกที่นั่งเช็คเชื่อทุกคาบ(เฉพาะที่มีการสอนออนไซต์) มีกลุ่มไลน์ไว้ส่งใบลาและติดตามงาน

-เนื้อหา-
จะออกตามหนังสือมนุษย์และสังคม(ซื้อได้ที่ร้านหนังสือ มก.)อาจารย์ส่วนใหญ่มักจะไม่แจกสไลด์การสอน  เนื้อหาต้องท่องจำ (คำแนะนำ : ควรซื้อสไลด์ไปอ่าน ถึงเนื้อหาจะไม่100% แต่ครอบคลุมหลายส่วน) มีทั้งหมด 11 บทที่ออกสอบ สำหรับเราคือเนื้อหาเหมาะสำหรับคนชอบวิชาสังคมากๆ

-การสอบ และให้คะแนน-
สอบ 80 งาน 20 ตัดกลุ่ม
ในส่วนของเราสอบปลายภาคมีปัญหาคือ เนื้อหาบท 7 มี 30 ข้อกลับไม่ต้องสอบโดยทราบเมื่อวันสอบเนื่องจากความผิดพลาดในข้อสอบ และเราอ่านบท 7 ไปนานพอสมควร เพราะเยอะ แต่ดันไม่ได้สอบ และก็คิดคะแนนแค่บท 8-11 ถ้าแจ้งล่วงหน้าก่อนอาทิตย์สอบจะดีมาก

-งาน-
งานมีงานเดียว 20 คะแนนให้ถ่ายสิ่งที่คิดว่าเป็นปัญหาและโพสต์ลงโซเชียล พร้อมบอกแนวทางการแก้ไข้มา 20 ปัญหา ส่งอาทิตย์สุดท้ายของการสอน (งานไม่ยากมากแต่ใช้เวลาพอสมควร แนะนำทำไปเรื่อยๆ)

ปล. ไม่เคร่งเรื่องแต่งกาย,  มีอะไรทุกอย่างติดต่อพี่ TA"
01999213," สิ่งแวดล้อม เทคโนโลยีและชีวิต
 (Environment, Technology and Life)",3(3-0-6),วิทยาลัยบูรณาการศาสตร์,อยู่ดีมีสุข,"1- ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
8- ด้านความเป็นพลเมือง",review,67f52c6b99a191d5c95268c4,เช็คชื่อทุกคาบ คะแนนเก็บ 80 % คะแนนสอบ 20% ไปเรียนกันเถอะ ส่งงานให้ครบมีโอกาส A แน่ๆ บางคาบก็มีคะแนนพิเศษให้ในห้อง งานเยอะหน่อยเพราะคะแนนเก็บเยอะ มีไปดูงานและทำรายงานส่ง ไม่มีสอบมิดเทอม มีแค่ไฟนอล ไม่ได้อ่านหนังสือไปเลย ไปสอบแบบชิวๆ ก็ A  ได้ อาจารย์น่ารัก บางอาทิตย์ก็เรียนออนไลน์ ทำงานส่ง บางอาทิตย์ก็เป็นคลิปเรียนเฉยๆ
01999213," สิ่งแวดล้อม เทคโนโลยีและชีวิต
 (Environment, Technology and Life)",3(3-0-6),วิทยาลัยบูรณาการศาสตร์,อยู่ดีมีสุข,"1- ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
8- ด้านความเป็นพลเมือง",review,67441f5099a191d5c952682c,"เช็คชื่อทุกคาบ พวกเราไม่เคยเรียนกันเลยแต่ได้A เหมาะเรียนเป็นกลุ่ม ไม่มีสอบกลางภาคมีสอบปลายภาค100ข้อ แต่คะแนนเก็บ80+- เข้าเรียนบางครั้งมีคะแนนเสริมเป็นงานในคาบเพิ่ม+10, +5, +15 แล้วแต่ครั้ง ตอนสอบปลายภาคไม่ได้อ่านไปสอบเลยใช้ใจล้วนๆ
ปล.พึ่งเปลี่ยนหลักสูตรตอนปี67ภาคต้น"
01999213," สิ่งแวดล้อม เทคโนโลยีและชีวิต
 (Environment, Technology and Life)",3(3-0-6),วิทยาลัยบูรณาการศาสตร์,อยู่ดีมีสุข,"1- ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
8- ด้านความเป็นพลเมือง",review,673ec38199a191d5c95267f2,ต้องแต่งตัวถูกระเบียบเรียนง่ายสำหรับเทอมเรา 1|2567 ได้เอชัวร์มีคะแนนเข้าเรียน คะแนนงาน คะแนนพิเศษจากการไปพูดหน้าชั้นเรียนแต่ไม่ยากพูดง่ายคะแนเก็บได้เยอะ การบ้านทำให้ได้เต็มยังไงก็เอ เช็คชื่อทุกคาบแต่มาสายได้ เปลี่ยนอาจารย์บ่อย ตอนอ่านคนรีวิวกฟ้กังวลปรากฎว่าเทอมเราเรียนง่ายไม่ต้องไปดูง่าย(จริงๆตอนเปิดเทอมมีคะแนนตรงนี้ด้วยแต่อาจารย์ไม่พาไปสำหรับเทอมนี้เลยไม่มีคะแนนตรงเปลี่ยนเป็นคะแนนการบ้านแทน)เพราะงั้นคือง่ายมาก ข้อสอบสอบแค่ปลายภาคก็ยากอยู่แต่ทำได้ถามเรื่องสิ่งแวดล้อม สืบนาคะ เสถียร กฏหมายเกี่ยวกับสิ่งแวดล้อม สำหรับเทอมเราคือไม่ยากแต่ไม่แน่ใจเทอมอื่นๆ ตอนอ่านรีวิวก็คิดว่าคงเรียนยากแต่จริงๆไม่ยาก เนื้อหาต้องท่อง
01999213," สิ่งแวดล้อม เทคโนโลยีและชีวิต
 (Environment, Technology and Life)",3(3-0-6),วิทยาลัยบูรณาการศาสตร์,อยู่ดีมีสุข,"1- ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
8- ด้านความเป็นพลเมือง",review,61a30d3d530de20006a713e6,วิชานี้ควรอ่าน ไม่ใช่วิชาช่วย เกรดให้ยาก ต้องไปทัศนศึกษา ดูดาวด้วย ไปลงตัวอื่น
01999213," สิ่งแวดล้อม เทคโนโลยีและชีวิต
 (Environment, Technology and Life)",3(3-0-6),วิทยาลัยบูรณาการศาสตร์,อยู่ดีมีสุข,"1- ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
8- ด้านความเป็นพลเมือง",review,619b3f37530de20006a71344,เราเรียนออนไลน์ วิชานี้ไม่ค่อยมีสดค่ะ จะเป็นคลิปอัดไว้ให้ เนื้อหาเยอะมาก ใครชอบดองคลิปเเล้วมาอัดตอนใกล้สอบคือไม่ทันแน่นอนค่ะ ข้อสอบค่อนข้างยาก มีเช็คชื่อในคาบเป็นสรุปเนื้อหาที่เรียนวันนั้นหรือบางทีก็มีงานค่ะ
01999213," สิ่งแวดล้อม เทคโนโลยีและชีวิต
 (Environment, Technology and Life)",3(3-0-6),วิทยาลัยบูรณาการศาสตร์,อยู่ดีมีสุข,"1- ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
8- ด้านความเป็นพลเมือง",review,61969554530de20006a71309,ยากค่ะ เนื้อหาเยอะมากกกกกกกก เรียนเป็นคลิป เช็คชื่อด้วยการส่งสรุปเนื้อหาในคลิป งานไม่ค่อยเยอะค่ะ แต่ข้อสอบไฟนอลคือยากมากกกกกกกกก
02032303," การเกษตรกับคุณภาพชีวิตที่ดี
 (Agriculture and Quality of Life)",3(3-0-6),คณะเกษตร กำแพงแสน,อยู่ดีมีสุข,"3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
7 - ด้านการเรียนรู้ตลอดชีวิต",review,,
02032304," เกษตรเพื่อโลกสีเขียว
 (Agriculture for Green Earth)",2(2-0-4),คณะเกษตร กำแพงแสน,อยู่ดีมีสุข,"3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
8 - ด้านความเป็นพลเมือง",review,,
02207102," มนุษย์ สังคม และการเปลี่ยนแปลงสภาพภูมิอากาศ 
 (Human, Society and Climate Change)",3(3-0-6),คณะวิศวกรรมศาสตร์ กำแพงแสน,พลเมืองไทยและพลเมืองโลก,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
8 - ด้านความเป็นพลเมือง",review,,
02207103,ช่างประจำบ้าน (Home Handyman),3(3-0-6),คณะวิศวกรรมศาสตร์ กำแพงแสน,อยู่ดีมีสุข,"2 - ด้านภาวะผู้นำ
3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
7 - ด้านการเรียนรู้ตลอดชีวิต
8 - ด้านความเป็นพลเมือง",review,,
02701011," การใช้ภาษาไทยเพื่อธุรกิจ วิทยาศาสตร์และเทคโนโลยี
 (Thai Usage for Business Sciences and Technology)",3(3-0-6),คณะศิลปศาสตร์และวิทยาศาสตร์,ภาษากับการสื่อสาร,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
5 - ด้านพหุวัฒนธรรม",review,6199d25c530de20006a71324,เราเรียนออนไลน์100% เราว่าเนื้อหามันเหมือนเคยเรียนมาแล้วนั่นแหละ แต่เราจำไม่ได้เอง55555 เลยแอบน่าเบื่อเวลาเรียน ก่อนเริ่มเรียนจะมีเขียนตามคำบอกคาบละ10คำ แล้วอาจารย์ก็จะเฉลยแล้วก็อธิบายต่อเลย เนื้อหาตอนสอบเยอะมากๆๆๆๆ ส่วนใหญ่เป็นอัตนัย มีงานกลุ่มทุกชิ้นเลย2งาน หนังสือนอกเวลา อาจารย์จะหาหนังสือมาให้3เล่มให้เลือกทำ1เล่ม อีกงานเป็นงานนำเสนอบทความวิชาการจำนวนคนในกลุ่มแล้วแต่ว่าแต่ละเซคมีกี่คนอาจารย์จะบอกให้ว่ากลุ่มนึงมีได้กี่คน ให้เวลาทำ แล้วก็นำเสนอ ช่วงที่นำเสนอจะไม่มีการเรียนเลย มีตอบคำถามหลังนำเสนอ แล้วก็มีให้วิจารณ์ผู้พูด วิจารณ์ตัวpowerpoint ถ้าไม่มีอาสาสมัครเขาก็จะสุ่ม  อยากให้ช่วยกันทำตั้งแต่เนิ่นๆนะ มาทำใกล้ๆส่งมันจะเหนื่อยมาก
02708102," วรรณกรรมกับวิทยาศาสตร์
 (Literature and Science)",3(3-0-6),คณะศิลปศาสตร์และวิทยาศาสตร์,สุนทรียศาสตร์,"1 - ด้านการสื่อสารและสารสนเทศ
4 - ด้านทักษะการคิด
7 - ด้านการเรียนรู้ตลอดชีวิต",review,6556048299a191d5c952643b,"(มกกพส)
วิชานี้อาจารย์ใจดี ตอบคำถามจะได้คะแนน แต่งานคือให้วิเคราะห์หนัง 3 เรื่อง ซึ่งต้องอ่านโจทย์ดีๆ และคะแนนได้ยากมาก ไม่มีมิดเทอม แต่มีไฟนอล ซึ่งเนื้อหาไฟนอลมีเยอะ และต้องจำได้ "
02708102," วรรณกรรมกับวิทยาศาสตร์
 (Literature and Science)",3(3-0-6),คณะศิลปศาสตร์และวิทยาศาสตร์,สุนทรียศาสตร์,"1 - ด้านการสื่อสารและสารสนเทศ
4 - ด้านทักษะการคิด
7 - ด้านการเรียนรู้ตลอดชีวิต",review,637f4bcc530de20006a716a5,ของ มก.กพส อาจารย์ใจดี(อจ.ปัทมา) ไม่เคร่งการแต่งกาย เช้คชื่อ20คะแนน สั่งงานให้ดูหนัง คะแนนยากมาก สอบไฟนอล2ข้อ ไม่ต้องอ่านไปก็ได้ (สำหรับปีเรา) สอบไฟนอลรอบเดียว ไม่สอบมิด รวมๆแล้วไม่ควรลง เพราะแอบให้เกรดงง
02708102," วรรณกรรมกับวิทยาศาสตร์
 (Literature and Science)",3(3-0-6),คณะศิลปศาสตร์และวิทยาศาสตร์,สุนทรียศาสตร์,"1 - ด้านการสื่อสารและสารสนเทศ
4 - ด้านทักษะการคิด
7 - ด้านการเรียนรู้ตลอดชีวิต",review,637d07d5530de20006a7167f,ส่วนตัวเนื้อหาค่อนข้างน่าเบื่อเกี่ยวกับพวกวรรณกรรม เป็นพวกความรู้ทั่วๆไปไม่มีเน้นท่องจำ ใดๆ พอท้ายคาบอาจารย์จะมีการบ้านให้ไปดูหนังเเล้ววิเคราะห์เขียนออกมาแล้วส่งสัปดาห์หน้า วิเคราะห์หนังที่ดูว่าในเรื่องได้ใช้ความรู้เกี่ยวกับวิทยาศาสตร์อย่างไรบ้าง เเนะนำให้เขียนไปทางทางวิทยาศาสตร์อธิบายละเอียดๆ ไม่ยาก ส่วนปลายภาคมีสอบเป็นข้อเขียนถามพวกทัศนมุมมองที่เรามองต่อวิชานี้เป็นคำถามปลายเปิด
02708102," วรรณกรรมกับวิทยาศาสตร์
 (Literature and Science)",3(3-0-6),คณะศิลปศาสตร์และวิทยาศาสตร์,สุนทรียศาสตร์,"1 - ด้านการสื่อสารและสารสนเทศ
4 - ด้านทักษะการคิด
7 - ด้านการเรียนรู้ตลอดชีวิต",review,62b9f4da530de20006a7156b,วิชานี้สำหรับคนที่ชอบดูหนังถือว่าสนุกมากๆ ตอนเรียนเรียนแบบออนไลน์ 100% มีงานทำสัปดาห์เว้นสัปดาห์เลย ให้วิเคราะห์หนังเรื่องนั้นๆตามโจทย์ แรกๆแอบยากพอจับทางได้ก็จะง่ายเอง เกรดไม่มีใครต่ำกว่า B แน่นอนค่ะ อาจารย์ใจดี แต่แอบสั่งงานไม่ค่อยรู้เรื่องเท่าไหร่ มีถามตอบเพื่อเอาคะแนนบ้าง ตอนออนไลน์ไม่เคยเช็คชื่อเลยค่ะ แต่ไม่มั่นใจว่าออนไซน์จะเช็คมั้ย แล้วก็ไม่มีสอบนะคะ คะแนนมาจากการส่งงานหมดเลยค่ะ ไม่มีเช็คชื่อ เนื้อหาง่าย
02714101," การคิดเชิงวิพากษ์และการแก้ปัญหา
 (Critical Thinking and Problem Solving)",3(3-0-6),คณะศิลปศาสตร์และวิทยาศาสตร์,ศาสตร์แห่งผู้ประกอบการ,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด",review,,
02717011," ตนและการพัฒนาตน
 (Self and Self Development)",3(3-0-6),คณะศิลปศาสตร์และวิทยาศาสตร์,อยู่ดีมีสุข,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
7 - ด้านการเรียนรู้ตลอดชีวิต",review,,
02717112," การเมืองไทยร่วมสมัย
 (Contemporary Thai Politics)",3(3-0-6),คณะศิลปศาสตร์และวิทยาศาสตร์,พลเมืองไทยและพลเมืองโลก,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
8 - ด้านความเป็นพลเมือง",review,,
02721121," การจัดการธุรกิจเพื่อสังคมที่ยั่งยืน
 (Business Management for Social Sustainability)",3(3-0-6),คณะศิลปศาสตร์และวิทยาศาสตร์,ศาสตร์แห่งผู้ประกอบการ,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
7 - ด้านการเรียนรู้ตลอดชีวิต
8 - ด้านความเป็นพลเมือง",review,,
02724011," การสื่อสารระหว่างวัฒนธรรม
 (Intercultural Communication)",3(3-0-6),คณะศิลปศาสตร์และวิทยาศาสตร์,ภาษากับการสื่อสาร,"1 - ด้านการสื่อสารและสารสนเทศ
4 - ด้านทักษะการคิด
5 - ด้านพหุวัฒนธรรม
6 - ด้านการจัดการตนเอง
7 - ด้านการเรียนรู้ตลอดชีวิต",review,,
02724012," การพัฒนาบุคลิกภาพ
 (Personality Development)",3(3-0-6),คณะศิลปศาสตร์และวิทยาศาสตร์,อยู่ดีมีสุข,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
5 - ด้านพหุวัฒนธรรม
6 - ด้านการจัดการตนเอง",review,,
02727104," สิ่งมีชีวิตกับภัยพิบัติทางธรรมชาติ
 (Living Things and Natural Disasters)",3(3-0-6),คณะศิลปศาสตร์และวิทยาศาสตร์,อยู่ดีมีสุข,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
8 - ด้านความเป็นพลเมือง",review,,
02728101," เคมีในชีวิตสมัยใหม่
 (Chemistry in Modern Life)",3(3-0-6),คณะศิลปศาสตร์และวิทยาศาสตร์,อยู่ดีมีสุข,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
5 - ด้านพหุวัฒนธรรม",review,,
02728102," สารสีในงานศิลปะ
 (Pigments in art)",3(3-0-6),คณะศิลปศาสตร์และวิทยาศาสตร์,สุนทรียศาสตร์,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
5 - ด้านพหุวัฒนธรรม",review,,
02733101," อยู่อย่างฉลาดกับพลาสติก
 (Smart Living with Plastics)",3(3-0-6),คณะศิลปศาสตร์และวิทยาศาสตร์,-,"1- ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
8- ด้านความเป็นพลเมือง",review,,
02999037," ศิลปะแห่งสุนทรียศาสตร์เพื่อความสุข
 (Atrs of Aesthetics for Happiness)",3(3-0-6),โครงการบูรณาการ วิทยาเขตกำแพงแสน,สุนทรียศาสตร์,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
5 - ด้านพหุวัฒนธรรม
7 - ด้านการเรียนรู้ตลอดชีวิต
8 - ด้านความเป็นพลเมือง",review,,
02999038," ความสุขในศตวรรษที่ 21
 (Happiness in the 21st Century)",3(3-0-6),โครงการบูรณาการ วิทยาเขตกำแพงแสน,อยู่ดีมีสุข,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
8 - ด้านความเป็นพลเมือง",review,,
02999042," การพัฒนานิสิต
 (Students Development)",3(2-3-6),โครงการบูรณาการ วิทยาเขตกำแพงแสน,พลเมืองไทยและพลเมืองโลก,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
5 - ด้านพหุวัฒนธรรม
6 - ด้านการจัดการตนเอง
7 - ด้านการเรียนรู้ตลอดชีวิต
8 - ด้านความเป็นพลเมือง",review,,
02999044," เศรษฐกิจพอเพียงเพื่อการดำรงชีวิต
 (Sufficiency Economy for Living)",3(3-0-6),โครงการบูรณาการ วิทยาเขตกำแพงแสน,อยู่ดีมีสุข,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
5 - ด้านพหุวัฒนธรรม
7 - ด้านการเรียนรู้ตลอดชีวิต
8 - ด้านความเป็นพลเมือง",review,,
02999045," การเพิ่มคุณค่าชีวิตด้วยวิถีชุมชน
 (Enhancement of Living Value through Community Path)",3(3-0-6),โครงการบูรณาการ วิทยาเขตกำแพงแสน,อยู่ดีมีสุข,"1 - ด้านการสื่อสารและสารสนเทศ
4 - ด้านทักษะการคิด
7 - ด้านการเรียนรู้ตลอดชีวิต
8 - ด้านความเป็นพลเมือง",review,,
02999049," การออกแบบความคิดเชิงสร้างสรรค์สำหรับธุรกิจเพื่อสังคม
 (Creative Design Thinking for Social Enterprise)
",3(3-0-6),โครงการวิชาบูรณาการ วิทยาเขตกำแพงแสน,-,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
3 - ด้านการเป็นผู้ประกอบการ
4 - ด้านทักษะการคิด
7 - ด้านการเรียนรู้ตลอดชีวิต
8 - ด้านความเป็นพลเมือง",review,,
02999144," ทักษะชีวิตการเป็นนิสิตมหาวิทยาลัย
 (Life Skill for Undergraduate Student)",1(1-0-2),โครงการบูรณาการ วิทยาเขตกำแพงแสน,พลเมืองไทยและพลเมืองโลก,"1 - ด้านการสื่อสารและสารสนเทศ
2 - ด้านภาวะผู้นำ
4 - ด้านทักษะการคิด
6 - ด้านการจัดการตนเอง
7 - ด้านการเรียนรู้ตลอดชีวิต
8 - ด้านความเป็นพลเมือง",review,6733d89e99a191d5c9526753,ไม่เคร่งเรื่องเครื่องแต่งกาย เช็กชื่อเกือบทุกคาบ โดยจะเช็กยังไงขึ้นอยู่กับ TA วิชาไม่เครียด เรียนสบาย ๆ อาจารย์คนสอนเปลี่ยนไปเรื่อย ๆ แต่ละคาบ วิชานี้เน้นทำงานส่ง ไม่มีสอบกลางภาค มีแต่ไฟนอล ส่วนงานจะมีให้สรุปเนื้อหาที่เรียนทุกสุปดาห์ ส่งก่อนคาบถัดไป แล้วก็จะมีให้ไปหาอาจารย์ที่ปรึกษา (หรือติดต่อหา) 3 ครั้ง โดยต้องมีหลักฐาน เช่น รูปถ่ายคู่กับอาจารย์ ภาพอีเมลที่ติดต่อกับอาจารย์ (ต้องมีที่อาจารย์ตอบกลับ) มีงานในคาบบ้างบางครั้งขึ้นอยู่ที่อาจารย์ที่สอน ไม่รวมกับที่ต้องสรุปนะ ไม่ว่าใครสอนก็ต้องสรุปทุกสัปดาห์
